gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn_Probability,Predicted_Churn,Risk_Category
1,0,0,0,31,1,0,1,0,2,2,0,2,2,0,1,2,101.4,3143.65,0.7535908,1,High
1,0,1,1,24,1,0,2,1,1,1,1,1,1,1,0,3,20.25,439.75,0.07146926,0,Low
1,0,1,0,14,1,0,0,0,0,0,2,0,0,0,0,0,48.8,664.4,0.39075944,1,Medium
0,0,1,0,64,1,0,0,2,2,2,2,0,2,2,1,3,74.35,4759.55,0.036825694,0,Low
0,0,0,0,50,1,0,2,1,1,1,1,1,1,1,1,3,19.35,1033.0,0.07900556,0,Low
1,0,1,1,52,1,0,0,0,2,2,2,2,0,1,1,2,68.75,3482.85,0.16610412,0,Low
1,0,0,0,28,1,2,1,0,2,0,0,2,2,1,0,2,100.2,2688.45,0.52948475,1,Medium
0,0,0,0,21,1,0,2,1,1,1,1,1,1,2,1,1,20.85,435.25,0.0483838,0,Low
1,0,0,1,25,1,0,1,0,2,0,0,2,2,0,1,2,95.9,2448.75,0.7385905,1,High
0,0,1,0,17,1,0,2,1,1,1,1,1,1,1,0,3,19.35,307.0,0.089188576,0,Low
1,0,1,0,58,0,1,0,0,0,0,0,2,2,1,1,1,45.0,2689.35,0.30655298,0,Low
1,1,1,0,17,1,0,1,0,0,0,0,0,2,0,0,0,81.5,1329.2,0.6092143,1,High
0,0,1,0,51,1,2,2,1,1,1,1,1,1,2,0,3,25.5,1281.25,0.03319123,0,Low
1,0,1,1,72,0,1,0,2,0,2,2,2,0,2,0,3,48.9,3527.0,0.02279451,0,Low
1,0,1,0,52,1,0,1,2,0,0,0,2,0,0,0,2,84.1,4348.65,0.518019,1,Medium
0,0,0,0,27,1,0,2,1,1,1,1,1,1,2,1,3,19.6,561.15,0.040564384,0,Low
0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,20.0,63.6,0.3616825,1,Medium
0,0,1,0,64,1,2,0,2,2,2,2,0,2,2,1,3,81.3,5129.3,0.034937356,0,Low
0,0,1,0,45,1,0,1,0,0,0,2,2,2,2,1,1,95.2,4285.8,0.20381017,0,Low
1,1,1,0,3,0,1,0,0,0,0,0,2,0,0,1,3,36.45,93.7,0.84040934,1,High
0,0,1,0,71,1,2,0,0,2,2,2,2,2,2,1,1,83.3,5894.5,0.047514856,0,Low
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,25.05,25.05,0.8241635,1,High
0,0,1,1,58,1,0,2,1,1,1,1,1,1,2,0,1,20.3,1160.75,0.035477333,0,Low
1,0,1,1,34,1,0,1,0,2,2,0,2,0,0,1,2,89.85,3091.75,0.67517483,1,High
0,0,0,0,8,1,0,0,2,0,0,0,0,0,0,1,2,49.85,365.55,0.44673246,1,Medium
0,0,1,1,15,1,0,2,1,1,1,1,1,1,0,0,3,19.8,272.95,0.2140255,0,Low
1,0,1,1,66,0,1,0,0,0,2,2,2,2,2,0,0,54.65,3632.0,0.05719127,0,Low
1,1,0,0,12,0,1,0,0,2,0,0,0,0,0,1,1,29.35,381.2,0.6308389,1,High
1,0,0,0,58,1,0,2,1,1,1,1,1,1,2,1,0,19.15,1035.5,0.047994506,0,Low
0,0,1,1,3,1,0,2,1,1,1,1,1,1,2,0,3,19.1,52.0,0.04819993,0,Low
0,1,1,0,43,0,1,0,0,2,2,0,2,2,0,0,1,55.55,2342.2,0.4673744,1,Medium
0,0,0,0,9,1,0,1,0,2,2,0,0,0,0,0,2,80.55,653.9,0.7004932,1,High
0,0,0,0,3,1,0,2,1,1,1,1,1,1,1,0,3,20.25,71.2,0.12864749,0,Low
0,0,1,1,22,1,0,0,0,2,0,0,2,2,1,1,0,69.5,1498.2,0.2729827,0,Low
1,0,1,0,40,1,2,1,0,2,2,0,2,2,1,1,0,106.0,4178.65,0.5665084,1,Medium
0,0,0,0,68,1,2,2,1,1,1,1,1,1,2,0,0,25.5,1821.8,0.031444047,0,Low
1,0,1,0,54,1,2,1,0,2,2,0,2,2,0,1,2,104.3,5278.15,0.7423187,1,High
0,0,0,0,50,1,2,0,0,2,0,2,2,2,2,1,3,79.6,4024.2,0.07940806,0,Low
1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,55.25,55.25,0.84709483,1,High
0,0,1,0,72,1,2,0,2,2,2,2,2,2,2,0,0,88.05,6520.8,0.018747615,0,Low
1,0,0,1,40,1,0,2,1,1,1,1,1,1,1,1,0,20.4,854.9,0.08625942,0,Low
0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,117.6,8308.9,0.077724904,0,Low
0,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,3,20.0,109.2,0.25825703,0,Low
0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,1,1,19.65,92.05,0.3707264,1,Medium
1,0,1,0,48,1,2,0,0,2,2,0,0,2,1,1,1,70.55,3420.5,0.27924332,0,Low
0,0,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,93.85,93.85,0.94798815,1,High
0,0,1,1,64,1,0,0,2,0,0,2,2,0,1,0,3,65.8,4068.0,0.06556625,0,Low
0,0,0,0,17,1,0,2,1,1,1,1,1,1,1,0,1,20.05,337.9,0.09102501,0,Low
1,0,1,0,40,1,0,1,0,2,2,0,0,0,0,1,2,80.0,3168.75,0.65858674,1,High
0,0,1,1,41,0,1,0,2,0,2,0,0,0,1,0,1,35.4,1412.4,0.116251454,0,Low
1,1,0,0,51,1,2,1,0,2,0,0,0,0,1,1,0,79.6,3974.7,0.22820657,0,Low
1,0,1,0,41,1,2,1,0,2,0,0,0,0,0,1,2,80.25,3439.0,0.65404886,1,High
0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,3,50.45,50.45,0.7967112,1,High
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,3,20.45,42.45,0.4128535,1,Medium
1,0,0,0,68,1,0,1,0,2,2,0,0,0,1,0,1,79.6,5461.45,0.15571024,0,Low
0,0,1,1,24,1,2,2,1,1,1,1,1,1,2,0,3,24.7,571.75,0.041164313,0,Low
1,0,1,0,70,1,2,0,2,0,2,2,0,2,2,0,1,77.3,5498.2,0.062671654,0,Low
1,0,0,0,3,0,1,0,0,0,0,2,0,0,0,1,2,29.75,96.85,0.7530738,1,High
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,44.9,111.05,0.7329663,1,High
1,0,1,0,3,0,1,0,0,2,0,0,0,0,0,0,1,29.8,94.4,0.7276387,1,High
0,0,0,0,7,1,2,0,0,0,0,2,2,2,0,1,2,74.65,521.1,0.7576246,1,High
0,0,0,0,13,1,0,0,2,0,0,0,2,2,0,1,2,71.95,923.85,0.58626014,1,Medium
1,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,3,20.75,141.1,0.2549069,0,Low
1,0,1,1,12,1,0,0,0,0,0,0,2,0,0,1,3,56.3,628.65,0.49700844,1,Medium
1,0,1,1,53,1,2,1,0,2,2,0,2,2,1,1,2,105.25,5576.3,0.62321955,1,High
0,0,0,0,12,1,2,1,0,0,0,0,2,2,0,1,2,94.2,1046.1,0.88784933,1,High
1,0,1,1,63,1,0,2,1,1,1,1,1,1,2,0,3,19.55,1245.6,0.023744257,0,Low
0,0,0,0,15,1,0,0,2,2,2,2,2,2,0,0,3,84.45,1287.85,0.43267083,1,Medium
1,0,1,1,36,1,0,0,2,2,0,0,0,0,1,0,3,53.65,1939.35,0.101833045,0,Low
1,1,1,0,4,0,1,0,0,0,2,0,0,0,0,1,2,29.9,118.25,0.8409332,1,High
0,0,1,1,24,1,0,2,1,1,1,1,1,1,2,0,3,19.7,452.55,0.034669574,0,Low
0,0,0,0,61,0,1,0,2,2,2,2,0,0,1,0,1,43.7,2696.55,0.07249311,0,Low
1,0,0,0,16,1,2,0,0,2,0,0,0,0,0,0,2,55.3,875.35,0.50144535,1,Medium
1,0,1,1,65,1,0,2,1,1,1,1,1,1,2,1,1,19.85,1267.05,0.0304632,0,Low
0,0,1,1,26,1,0,2,1,1,1,1,1,1,2,0,1,19.65,494.9,0.037207555,0,Low
1,0,0,0,16,1,0,0,0,0,0,2,0,0,0,1,3,49.45,799.0,0.401336,1,Medium
0,0,1,0,54,1,2,1,2,2,0,0,2,2,1,0,0,106.55,5763.3,0.49295864,1,Medium
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.1,20.1,0.5780287,1,Medium
1,0,0,1,5,1,0,2,1,1,1,1,1,1,2,0,3,20.45,106.9,0.056434527,0,Low
0,0,0,0,19,0,1,0,0,2,0,0,0,2,0,1,2,39.7,710.05,0.63371944,1,High
1,0,0,0,10,1,2,0,2,0,0,0,0,0,0,1,1,54.5,568.2,0.46174428,1,Medium
0,0,1,1,23,1,0,1,0,2,2,2,0,0,0,0,2,83.8,1900.25,0.4895,1,Medium
1,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,3,55.15,159.15,0.6809745,1,High
0,0,0,0,72,1,2,1,0,2,2,2,2,2,2,1,0,111.6,8012.75,0.11031552,0,Low
1,1,1,0,10,1,2,1,0,0,0,0,0,2,0,1,2,86.65,856.65,0.889646,1,High
0,0,1,1,10,1,0,0,0,2,2,0,0,0,0,1,3,55.55,551.3,0.4874651,1,Medium
1,0,1,0,11,1,0,2,1,1,1,1,1,1,1,1,3,20.55,184.95,0.11364171,0,Low
0,1,0,0,37,1,2,1,2,2,0,0,2,2,0,1,0,106.75,4056.75,0.6718056,1,High
1,0,1,1,17,1,2,0,2,0,0,2,0,0,1,1,3,62.1,1096.65,0.15898664,0,Low
0,0,1,1,36,1,2,1,2,0,2,0,2,2,0,1,1,104.5,3684.95,0.64864576,1,High
1,1,0,0,17,1,0,1,0,2,2,0,2,2,0,1,2,101.8,1752.45,0.79506403,1,High
0,1,1,1,66,1,2,1,2,2,0,2,2,2,1,1,1,110.6,7210.85,0.35448313,1,Medium
1,0,1,1,61,1,0,0,2,2,2,2,2,2,1,0,0,84.9,5264.5,0.13339107,0,Low
1,0,0,0,22,1,0,1,0,2,0,0,2,2,0,1,3,93.2,2157.3,0.6174046,1,High
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,24.4,24.4,0.8575443,1,High
0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,1,70.55,433.95,0.702383,1,High
1,0,0,0,31,1,0,1,0,2,0,2,0,0,0,1,2,78.45,2435.15,0.5274073,1,Medium
0,0,1,1,68,1,0,0,2,2,2,2,2,2,2,1,1,85.0,5607.75,0.04772107,0,Low
0,0,1,1,34,1,2,1,0,0,2,0,2,0,0,0,2,87.45,2874.15,0.6661593,1,High
0,0,1,1,52,1,0,1,0,2,2,2,0,0,0,0,0,85.8,4433.3,0.41283625,1,Medium
0,0,0,1,10,1,0,1,0,0,2,2,2,0,0,1,2,91.1,964.35,0.77631164,1,High
1,0,1,1,29,1,0,1,0,0,0,0,0,0,0,1,2,70.75,1974.8,0.64716,1,High
0,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,0,20.1,1460.85,0.012770467,0,Low
1,0,1,1,47,1,0,2,1,1,1,1,1,1,1,0,3,20.05,951.55,0.07175056,0,Low
1,0,1,1,24,1,2,0,2,0,0,0,2,2,1,0,3,74.8,1821.2,0.2305609,0,Low
1,0,0,0,65,1,2,2,1,1,1,1,1,1,1,0,1,24.8,1600.95,0.06714006,0,Low
0,0,0,0,4,1,2,1,0,0,0,2,2,2,0,1,3,100.85,399.25,0.8853617,1,High
1,1,1,0,12,1,2,1,0,2,0,0,2,2,0,1,2,101.35,1218.55,0.89550346,1,High
1,0,0,0,1,1,2,1,2,0,0,0,0,0,0,1,2,81.7,81.7,0.8619978,1,High
1,0,0,0,33,1,0,1,0,0,0,0,0,0,0,0,2,68.25,2171.15,0.50641155,1,Medium
0,0,0,0,34,1,0,1,0,2,2,2,2,2,0,1,2,105.1,3634.8,0.66765434,1,High
0,0,1,0,14,1,0,2,1,1,1,1,1,1,2,0,3,20.4,292.4,0.03814635,0,Low
0,0,0,0,4,1,0,1,0,0,0,0,0,2,0,1,2,79.15,317.25,0.85588783,1,High
1,0,1,1,13,1,0,2,1,1,1,1,1,1,1,0,3,20.0,218.55,0.08981263,0,Low
0,0,1,1,65,1,2,0,0,2,0,2,2,2,2,1,0,79.4,5071.9,0.0683747,0,Low
1,0,1,1,23,1,0,0,2,0,0,2,0,0,1,0,1,57.2,1423.35,0.11327352,0,Low
1,0,1,0,55,1,0,0,2,2,2,0,0,0,2,0,2,58.6,3068.6,0.07529635,0,Low
1,0,1,0,49,1,0,1,0,2,0,0,2,2,2,1,2,94.8,4690.65,0.30099505,0,Low
1,0,1,0,60,1,2,1,0,2,2,0,2,2,1,0,0,102.5,6157.6,0.41699764,1,Medium
0,0,1,1,69,1,0,2,1,1,1,1,1,1,1,1,1,20.35,1442.65,0.05761936,0,Low
1,0,0,0,40,1,2,1,0,0,0,0,2,0,0,1,2,84.9,3369.05,0.7123696,1,High
1,0,1,0,67,1,0,0,2,2,0,2,0,2,2,1,1,69.2,4671.65,0.04834637,0,Low
1,1,0,0,35,1,2,1,0,0,0,0,2,2,0,1,2,95.45,3474.05,0.7649325,1,High
1,0,1,1,19,1,2,1,0,0,0,2,2,2,1,1,2,100.95,1875.55,0.6487831,1,High
0,0,1,1,13,1,0,2,1,1,1,1,1,1,2,0,3,20.85,272.35,0.039588336,0,Low
0,0,0,1,41,1,2,1,0,2,0,0,2,0,0,1,0,88.5,3645.05,0.55815464,1,Medium
0,0,0,0,4,0,1,0,2,0,2,0,0,0,0,0,3,35.0,135.75,0.47652063,1,Medium
0,0,1,1,24,1,0,0,2,0,0,2,0,0,0,0,2,55.15,1319.85,0.2727306,0,Low
0,0,0,0,5,0,1,0,0,2,0,0,2,2,0,1,1,50.95,229.4,0.75342226,1,High
0,0,0,0,5,1,2,0,0,2,0,0,0,2,0,1,2,64.0,370.25,0.71696126,1,High
0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3,69.1,69.1,0.8822716,1,High
0,0,1,1,72,1,2,0,2,2,2,2,2,0,2,0,0,80.2,5714.2,0.020149404,0,Low
0,0,0,0,24,1,0,0,0,0,2,0,0,0,0,1,1,49.3,1233.25,0.40922832,1,Medium
0,0,1,0,42,1,2,0,2,0,2,2,2,2,2,0,1,84.35,3571.6,0.06646948,0,Low
0,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,20.05,83.3,0.3107569,0,Low
1,0,0,0,68,1,2,1,2,2,2,2,2,2,1,1,1,117.2,8035.95,0.4921172,1,Medium
0,0,1,1,33,1,0,2,1,1,1,1,1,1,1,0,3,20.1,579.4,0.06895266,0,Low
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.6,69.6,0.91693616,1,High
1,0,0,0,31,1,2,1,0,2,2,0,2,2,1,1,2,103.45,3066.45,0.66512805,1,High
0,0,0,0,4,1,2,1,0,2,0,0,0,0,0,0,0,77.95,305.55,0.7966166,1,High
1,1,1,0,69,1,2,1,0,2,2,2,2,2,2,1,2,109.95,7634.25,0.37221467,1,Medium
1,1,0,0,38,1,2,1,0,0,0,0,2,2,0,0,2,94.75,3653.0,0.6989676,1,High
0,0,1,1,3,1,0,1,0,2,0,2,0,0,0,1,2,80.0,241.3,0.76179475,1,High
0,0,1,1,48,1,2,0,0,2,0,2,2,2,2,0,2,79.65,3870.3,0.07526953,0,Low
0,0,1,0,15,1,2,2,1,1,1,1,1,1,2,0,3,25.2,387.9,0.04789308,0,Low
0,0,0,0,25,1,0,2,1,1,1,1,1,1,1,0,1,19.9,527.5,0.07838872,0,Low
0,1,0,0,1,1,0,1,0,0,0,0,2,0,0,0,2,78.45,78.45,0.91305155,1,High
0,0,0,0,48,0,1,0,2,2,0,0,2,0,0,1,2,44.8,2104.55,0.4410271,1,Medium
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.3,20.3,0.5539351,1,Medium
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,19.2,19.2,0.50127995,1,Medium
0,0,0,0,37,1,0,1,0,2,2,0,0,0,1,0,2,80.05,3019.1,0.23648684,0,Low
1,1,1,0,66,1,2,1,0,2,2,2,2,2,1,1,0,107.35,7051.95,0.44504675,1,Medium
0,0,1,0,26,0,1,0,2,2,2,0,2,0,1,0,0,47.85,1190.5,0.15366615,0,Low
1,0,1,0,63,1,0,0,2,2,0,2,2,0,1,0,1,70.8,4448.8,0.086423405,0,Low
1,0,0,0,10,0,1,0,0,0,2,0,0,0,0,0,3,29.5,255.25,0.54471475,1,Medium
0,0,0,0,2,1,0,0,2,0,0,0,2,2,0,1,2,70.75,146.9,0.69387096,1,High
1,1,1,0,18,1,0,0,2,0,0,0,0,2,0,1,1,59.1,1011.05,0.42845634,1,Medium
0,0,1,0,64,1,2,2,1,1,1,1,1,1,2,0,3,25.55,1714.95,0.022733945,0,Low
0,1,0,0,9,1,2,1,0,0,0,0,0,2,0,1,2,84.45,762.5,0.8904718,1,High
0,0,0,1,28,1,0,2,1,1,1,1,1,1,0,0,3,20.25,535.35,0.1560742,0,Low
0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,2,75.55,75.55,0.8954145,1,High
1,0,0,0,4,1,2,1,0,0,0,0,0,2,0,1,2,85.65,338.9,0.90919256,1,High
1,1,0,0,38,1,0,0,0,2,2,2,2,0,1,1,1,70.15,2497.35,0.19415313,0,Low
1,0,1,0,66,1,2,1,0,2,2,0,0,2,1,0,2,95.3,6273.4,0.40938315,1,Medium
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.25,70.25,0.90565836,1,High
0,0,1,0,18,1,0,0,0,0,0,2,0,0,0,1,3,50.3,908.75,0.32986844,0,Low
1,1,0,0,51,1,2,1,0,0,2,0,2,2,0,1,2,97.8,4913.3,0.76055175,1,High
1,0,1,1,0,1,0,2,1,1,1,1,1,1,2,0,3,19.85,0.0,0.09229929,0,Low
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,46.3,46.3,0.7546612,1,High
1,0,0,1,12,1,0,2,1,1,1,1,1,1,2,0,0,19.35,212.3,0.048510678,0,Low
0,0,0,0,41,1,2,1,0,2,2,0,2,2,0,1,2,106.3,4443.45,0.7584279,1,High
1,0,0,0,12,1,2,2,1,1,1,1,1,1,0,0,2,25.0,316.2,0.299666,0,Low
0,0,1,1,55,1,0,2,1,1,1,1,1,1,2,0,3,20.3,1079.05,0.029251348,0,Low
0,0,0,0,7,1,2,1,0,0,0,0,0,0,0,1,2,75.35,564.65,0.8356763,1,High
0,0,0,0,12,1,0,1,0,0,2,2,0,2,0,1,2,89.4,1095.65,0.78268427,1,High
0,0,1,1,68,1,2,0,2,2,2,2,2,2,2,0,1,88.0,6161.9,0.044052463,0,Low
0,1,0,0,5,1,2,1,0,0,0,0,2,0,0,1,1,83.15,446.05,0.87156594,1,High
0,1,0,0,49,1,0,0,0,0,0,0,0,0,0,0,3,43.8,2106.05,0.33326173,0,Low
1,0,0,0,40,0,1,0,2,2,2,0,2,2,1,0,1,62.05,2511.55,0.23592633,0,Low
0,0,0,0,16,1,0,2,1,1,1,1,1,1,1,0,0,20.1,318.6,0.09149907,0,Low
1,0,0,0,10,1,2,1,0,0,0,0,0,0,0,1,3,74.15,811.8,0.7593623,1,High
0,0,1,0,72,1,2,1,0,2,2,0,2,2,1,1,2,101.35,7323.15,0.34703973,0,Low
0,1,0,0,2,1,2,1,0,0,0,0,0,2,0,1,2,84.05,186.05,0.92883265,1,High
1,0,1,1,23,1,0,2,1,1,1,1,1,1,2,0,3,20.9,454.0,0.033997994,0,Low
0,1,0,0,71,1,2,1,0,2,2,0,2,2,1,1,2,105.9,7521.95,0.43144006,1,Medium
0,0,1,0,11,1,2,1,0,0,2,0,2,2,0,1,2,99.5,1056.95,0.90912825,1,High
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,44.15,44.15,0.7941122,1,High
0,0,0,0,16,1,0,0,0,2,0,2,0,0,0,1,3,53.9,834.15,0.38503516,1,Medium
0,0,0,0,1,1,2,1,0,0,0,0,0,2,0,1,3,85.45,85.45,0.9323653,1,High
1,0,1,0,12,1,0,1,0,2,0,0,0,2,0,1,1,85.05,999.8,0.74388313,1,High
0,0,0,0,54,0,1,0,2,0,0,2,0,2,1,0,0,44.1,2369.7,0.16788183,0,Low
0,0,1,0,68,1,2,1,0,2,2,2,0,0,2,0,1,90.2,6297.65,0.06893969,0,Low
0,0,1,1,4,1,2,0,0,0,0,0,0,0,0,0,3,50.85,239.55,0.6390146,1,High
0,0,0,1,1,1,0,0,0,0,2,0,0,2,0,0,2,59.2,59.2,0.81741905,1,High
1,0,0,0,27,1,0,0,2,0,0,2,0,0,0,0,3,53.45,1461.45,0.17715648,0,Low
1,0,0,0,21,1,0,2,1,1,1,1,1,1,0,1,3,19.95,416.4,0.19437692,0,Low
1,0,0,0,13,1,0,1,0,0,2,0,2,0,0,1,2,83.2,1060.6,0.7984774,1,High
0,1,0,0,64,1,2,0,0,2,2,2,0,2,0,0,1,74.65,4869.35,0.26016206,0,Low
0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,1,2,54.9,54.9,0.69981396,1,High
1,0,1,0,57,0,1,0,0,2,2,2,2,2,2,1,0,57.5,3265.95,0.08599466,0,Low
0,0,1,0,21,1,2,1,2,0,2,0,2,2,0,1,2,103.9,2254.2,0.7982914,1,High
1,0,0,0,19,1,0,2,1,1,1,1,1,1,2,0,3,19.65,358.15,0.034249954,0,Low
1,0,1,0,31,1,0,1,0,0,2,0,2,2,1,1,2,93.8,2939.8,0.57983786,1,Medium
1,0,0,0,52,1,2,0,2,2,2,2,2,2,2,1,3,89.25,4652.4,0.05909728,0,Low
0,0,0,0,46,1,2,1,0,2,2,0,0,2,1,1,2,94.15,4408.45,0.51005983,1,Medium
0,1,0,0,11,1,2,0,2,0,0,0,0,0,0,1,2,55.6,580.8,0.54253393,1,Medium
0,0,1,1,53,0,1,0,2,2,2,0,0,2,0,1,0,48.7,2495.2,0.37056157,1,Medium
0,0,1,1,11,1,0,2,1,1,1,1,1,1,0,1,3,19.25,180.3,0.31689706,0,Low
1,1,0,0,57,1,2,1,0,2,0,2,2,2,0,1,0,104.9,5913.95,0.56996757,1,Medium
0,1,0,0,2,1,2,1,0,0,0,0,0,0,0,1,3,75.45,158.4,0.8830545,1,High
0,1,0,0,2,1,0,0,2,2,0,0,0,0,0,0,3,54.85,104.2,0.56560916,1,Medium
0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,0,19.9,1389.35,0.013703153,0,Low
0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,3,19.4,19.4,0.62308407,1,High
1,0,1,0,68,1,2,2,1,1,1,1,1,1,2,0,1,25.05,1629.2,0.031835575,0,Low
1,0,1,0,72,1,0,0,2,2,2,2,2,2,2,0,3,84.45,6033.1,0.01599022,0,Low
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.3,44.4,0.3559559,1,Medium
1,1,1,0,1,1,2,1,0,0,0,0,2,2,0,1,2,95.1,95.1,0.9515605,1,High
0,0,0,0,41,1,0,0,2,0,2,2,2,2,1,1,0,79.85,3320.75,0.2107441,0,Low
1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,1,25.55,1867.7,0.014997622,0,Low
1,0,1,0,6,1,2,1,0,0,0,0,0,0,0,1,2,75.5,438.0,0.85611993,1,High
0,0,1,1,4,1,0,1,0,0,2,0,0,0,0,1,2,73.75,325.45,0.82931876,1,High
1,0,0,0,12,1,2,1,0,0,0,0,2,2,0,1,2,96.05,1148.1,0.8917351,1,High
0,0,1,0,58,1,2,0,2,0,0,2,0,2,1,1,2,68.4,3972.25,0.21559699,0,Low
0,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,3,20.65,155.9,0.25281972,0,Low
0,0,1,0,65,1,0,0,2,0,2,0,0,0,0,1,3,55.15,3673.15,0.186473,0,Low
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.6,70.6,0.8854109,1,High
1,0,1,0,56,1,0,2,1,1,1,1,1,1,1,0,1,19.95,1126.75,0.084203966,0,Low
1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,19.0,73.45,0.27564985,0,Low
0,0,1,1,58,1,0,0,0,0,0,0,0,0,1,1,3,44.1,2413.05,0.123241164,0,Low
1,0,1,0,62,1,2,1,0,0,2,2,2,2,2,1,0,107.6,6912.7,0.3064046,0,Low
1,0,0,0,26,1,2,0,2,2,0,0,0,0,1,0,2,61.55,1581.95,0.15884322,0,Low
1,0,0,0,62,1,2,1,2,2,2,0,0,0,0,0,0,90.7,5586.45,0.25752947,0,Low
0,0,1,1,58,1,0,1,2,2,0,0,2,2,1,0,1,99.25,5846.65,0.36964363,1,Medium
0,0,1,0,68,1,2,0,2,2,2,2,2,2,2,1,2,91.7,6424.7,0.060587768,0,Low
0,0,1,1,61,1,2,1,2,2,2,0,0,2,1,1,1,100.7,6018.65,0.30999738,0,Low
0,0,0,0,42,1,2,0,0,0,2,2,2,2,2,1,1,78.45,3373.4,0.1005026,0,Low
1,0,0,0,18,1,2,1,0,0,0,0,2,0,0,0,0,84.3,1537.9,0.62509763,1,High
0,0,0,0,56,1,0,2,1,1,1,1,1,1,2,1,0,19.55,1080.55,0.0479633,0,Low
0,0,0,0,4,1,2,1,0,2,0,0,0,2,0,1,2,88.95,355.2,0.88648283,1,High
0,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,1,20.45,82.85,0.34624875,0,Low
0,0,0,1,35,1,0,0,2,2,0,0,0,0,1,0,1,55.6,2016.45,0.124108315,0,Low
0,0,1,1,64,1,2,1,2,0,0,2,0,0,0,1,0,86.8,5327.25,0.20882218,0,Low
0,0,0,0,31,1,0,2,1,1,1,1,1,1,1,0,3,20.95,683.25,0.074970074,0,Low
0,1,1,0,67,1,0,2,1,1,1,1,1,1,2,1,0,20.05,1263.05,0.03208015,0,Low
0,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0,1,50.7,151.3,0.6541848,1,High
0,1,1,0,70,1,2,1,2,2,2,2,2,2,2,1,2,113.65,7714.65,0.2796755,0,Low
1,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,1,53.4,188.7,0.73018855,1,High
1,1,1,0,53,1,2,1,0,2,0,0,2,2,0,1,2,101.9,5549.4,0.76441634,1,High
1,0,1,1,2,1,0,0,2,2,0,2,0,0,2,0,3,59.5,130.5,0.08550559,0,Low
0,0,1,1,29,1,0,1,0,0,0,0,2,2,0,1,1,87.8,2621.75,0.66247225,1,High
0,0,0,0,47,0,1,0,2,0,2,2,0,0,2,0,3,41.9,1875.25,0.044598877,0,Low
0,0,1,1,68,1,2,1,0,0,0,0,2,0,1,1,2,83.0,5685.8,0.29582518,0,Low
1,0,0,1,12,1,0,0,2,0,0,0,2,2,0,1,3,69.85,837.5,0.47538033,1,Medium
0,0,1,1,8,1,0,0,0,2,0,2,0,0,0,0,0,56.3,401.5,0.41036242,1,Medium
1,0,1,0,54,1,2,1,2,2,2,0,2,2,0,0,2,109.55,6118.95,0.6023553,1,High
1,0,1,1,69,1,0,1,0,2,0,2,2,0,2,1,3,92.15,6480.9,0.070854336,0,Low
0,0,0,0,26,1,2,0,2,2,0,0,2,0,0,1,0,69.5,1800.05,0.39868525,1,Medium
0,0,1,0,72,1,2,1,2,2,2,2,0,0,2,1,0,97.0,7104.2,0.033386827,0,Low
0,0,0,0,70,0,1,0,2,0,2,2,2,2,2,1,0,58.35,4214.25,0.059347846,0,Low
